k_hMpc,P_LCDM,P_convA,P_convB,T_k,dsigma2_dlnk
2.519708712060247180e+01,1.925022167254606537e-02,1.145978992357775134e-03,4.696844646671650622e-03,2.439891200510232172e-01,6.406821587267885570e-08
2.528428707866313019e+01,1.907268116098093449e-02,1.131494103530170147e-03,4.645495266616992726e-03,2.435680242021132091e-01,1.006245039418916606e-08
2.537178881099834982e+01,1.889676350827141499e-02,1.117191439419512296e-03,4.594703736278962607e-03,2.431476551139451492e-01,9.562728206247363019e-09
2.545959336196305145e+01,1.872245402562886657e-02,1.103068719094338346e-03,4.544464036644262940e-03,2.427280115322179022e-01,6.151813123369729749e-08
2.554770177952654464e+01,1.854973815577815738e-02,1.089123690020734562e-03,4.494770213163240026e-03,2.423090922047942963e-01,7.814940082634148313e-08
2.563611511528468156e+01,1.837860147179545128e-02,1.075354127710899952e-03,4.445616375065313333e-03,2.418908958816990140e-01,3.159360613398128106e-08
2.572483442447273561e+01,1.820902967595437044e-02,1.061757835375897992e-03,4.396996694681132301e-03,2.414734213151133735e-01,6.723652800885598075e-11
2.581386076597783585e+01,1.804100859858228170e-02,1.048332643582705268e-03,4.348905406771924435e-03,2.410566672593723592e-01,3.548139160026000368e-08
2.590319520235149398e+01,1.787452419692793851e-02,1.035076409915558753e-03,4.301336807866242874e-03,2.406406324709614020e-01,7.580801136112848669e-08
2.599283879982258583e+01,1.770956255403764376e-02,1.021987018641372326e-03,4.254285255603321506e-03,2.402253157085112167e-01,5.149271442749793023e-08
2.608279262830971845e+01,1.754610987764178634e-02,1.009062380379331138e-03,4.207745168083556336e-03,2.398107157327958872e-01,4.539787415537704061e-09
2.617305776143432183e+01,1.738415249905091511e-02,9.963004317745166247e-04,4.161711023225720188e-03,2.393968313067276477e-01,1.536402084798176400e-08
2.626363527653333207e+01,1.722367687206173906e-02,9.836991351755766666e-04,4.116177358131050366e-03,2.389836611953536083e-01,6.331415681842023100e-08
2.635452625467189591e+01,1.706466957187254344e-02,9.712564783163654507e-04,4.071138768454026294e-03,2.385712041658531457e-01,6.340540349421223601e-08
2.644573178065655483e+01,1.690711729400805330e-02,9.589704740014746423e-04,4.026589907779712200e-03,2.381594589875324908e-01,1.558113870409164748e-08
2.653725294304807392e+01,1.675100685325332447e-02,9.468391597956390612e-04,3.982525487007631051e-03,2.377484244318220363e-01,4.141621371218856957e-09
2.662909083417425293e+01,1.659632518259801862e-02,9.348605977170226095e-04,3.938940273742375271e-03,2.373380992722731453e-01,4.784603351105674409e-08
2.672124655014334849e+01,1.644305933218859900e-02,9.230328739341908109e-04,3.895829091690298975e-03,2.369284822845529048e-01,6.704293180993436137e-08
2.681372119085670747e+01,1.629119646829068485e-02,9.113540984668999602e-04,3.853186820062868504e-03,2.365195722464425720e-01,2.704960913574127004e-08
2.690651586002230289e+01,1.614072387226002034e-02,8.998224048905140117e-04,3.811008392986132195e-03,2.361113679378318841e-01,2.218877049405202943e-10
2.699963166516769775e+01,1.599162893952215184e-02,8.884359500440703510e-04,3.769288798916396559e-03,2.357038681407165881e-01,3.409907750950123114e-08
2.709306971765316518e+01,1.584389917856229846e-02,8.771929137420045319e-04,3.728023080062356064e-03,2.352970716391949990e-01,6.506979321756818455e-08
2.718683113268523144e+01,1.569752220992202962e-02,8.660914984893051038e-04,3.687206331812815669e-03,2.348909772194633649e-01,3.573159399988151619e-08
2.728091702932981732e+01,1.555248576520673089e-02,8.551299292003012751e-04,3.646833702170956728e-03,2.344855836698128693e-01,4.987770965571201394e-10
2.737532853052547566e+01,1.540877768610071294e-02,8.443064529208559477e-04,3.606900391194318382e-03,2.340808897806265221e-01,2.394907350267257773e-08
2.747006676309712603e+01,1.526638592339044954e-02,8.336193385539428713e-04,3.567401650440551672e-03,2.336768943443741919e-01,6.054754158345892229e-08
2.756513285776911104e+01,1.512529853599819084e-02,8.230668765887260959e-04,3.528332782419490218e-03,2.332735961556106075e-01,4.079935448904159307e-08
2.766052794917904833e+01,1.498550369000204233e-02,8.126473788317625097e-04,3.489689140045838453e-03,2.328709940109702781e-01,2.230910841996357520e-09
2.775625317589119234e+01,1.484698965640665613e-02,8.023591780735702056e-04,3.451466125805270537e-03,2.324690867091647184e-01,1.746110881172953847e-08
2.785230968040990973e+01,1.470974480947808381e-02,7.922006277898169420e-04,3.413659191058260670e-03,2.320678730509792287e-01,5.573177295110901622e-08
2.794869860919365578e+01,1.457375762776986702e-02,7.821701019905019821e-04,3.376263835972777121e-03,2.316673518392679820e-01,4.265193476459297999e-08
2.804542111266822957e+01,1.443901669338676710e-02,7.722659949754474710e-04,3.339275609048379494e-03,2.312675218789521647e-01,3.675960631400360017e-09
2.814247834524089953e+01,1.430551069106388712e-02,7.624867210824232003e-04,3.302690106600807661e-03,2.308683819770148693e-01,1.398951454316497001e-08
2.823987146531399972e+01,1.417322840725389853e-02,7.528307144383971283e-04,3.266502972252059364e-03,2.304699309424981801e-01,5.185710186355196396e-08
2.833760163529862197e+01,1.404215872922268127e-02,7.432964287138782607e-04,3.230709896425959082e-03,2.300721675865003146e-01,4.198918152160017687e-08
2.843567002162876989e+01,1.391229064415214212e-02,7.338823368802367512e-04,3.195306615848849535e-03,2.296750907221706828e-01,4.036204080039843385e-09
2.853407779477515760e+01,1.378361323825174484e-02,7.245869309700792840e-04,3.160288913055796581e-03,2.292786991647071393e-01,1.288533776612884589e-08
2.863282612925901205e+01,1.365611569587753434e-02,7.154087218405643777e-04,3.125652615901935820e-03,2.288829917313528750e-01,4.933354718178753912e-08
2.873191620366643306e+01,1.352978729865854726e-02,7.063462389396100169e-04,3.091393597078891976e-03,2.284879672413917262e-01,3.932240699890329784e-08
2.883134920066208551e+01,1.340461742463154408e-02,6.973980300750401212e-04,3.057507773636494817e-03,2.280936245161459541e-01,3.215923452839614324e-09
2.893112630700364463e+01,1.328059554738287087e-02,6.885626611865385558e-04,3.023991106509416483e-03,2.276999623789715266e-01,1.379087504214119349e-08
2.903124871355582215e+01,1.315771123519807878e-02,6.798387161204452701e-04,2.990839600048892429e-03,2.273069796552552035e-01,4.797184543249195361e-08
2.913171761530442438e+01,1.303595415021912597e-02,6.712247964073351494e-04,2.958049301559422754e-03,2.269146751724115119e-01,3.484422660440586203e-08
2.923253421137088992e+01,1.291531404760867807e-02,6.627195210423223338e-04,2.925616300840286517e-03,2.265230477598781933e-01,1.648195234613218334e-09
2.933369970502652180e+01,1.279578077472187311e-02,6.543215262680911973e-04,2.893536729731957958e-03,2.261320962491131237e-01,1.663278719614558231e-08
2.943521530370660599e+01,1.267734427028591182e-02,6.460294653606388085e-04,2.861806761667454960e-03,2.257418194735917316e-01,4.709348680639180978e-08
2.953708221902525466e+01,1.255999456358573158e-02,6.378420084175913949e-04,2.830422611228145327e-03,2.253522162688016972e-01,2.855295579083517311e-08
2.963930166678941092e+01,1.244372177365814409e-02,6.297578421492245910e-04,2.799380533704604133e-03,2.249632854722414810e-01,2.392787898318221996e-10
2.974187486701372762e+01,1.232851610849212617e-02,6.217756696719967590e-04,2.768676824661862098e-03,2.245750259234152724e-01,2.139131437038930352e-08
2.984480304393500560e+01,1.221436786423638586e-02,6.138942103046594575e-04,2.738307819509342052e-03,2.241874364638300199e-01,4.555768479153529750e-08
2.994808742602661411e+01,1.210126742441440702e-02,6.061121993669137250e-04,2.708269893075467439e-03,2.238005159369927388e-01,2.058376236203002885e-08
3.005172924601351880e+01,1.198920525914551165e-02,5.984283879804982303e-04,2.678559459186553426e-03,2.234142631884057095e-01,3.288303089087964947e-10
3.015572974088658853e+01,1.187817192437367990e-02,5.908415428727967818e-04,2.649172970250391734e-03,2.230286770655644513e-01,2.767592498240331574e-08
3.026009015191774409e+01,1.176815806110250232e-02,5.833504461828258785e-04,2.620106916844075137e-03,2.226437564179529482e-01,4.186952031505300763e-08
3.036481172467457412e+01,1.165915439463710221e-02,5.759538952696431754e-04,2.591357827306259385e-03,2.222595000970408741e-01,1.170850465863676408e-08
3.046989570903506817e+01,1.155115173383308887e-02,5.686507025231410861e-04,2.562922267333830884e-03,2.218759069562807051e-01,3.446894638650860424e-09
3.057534335920285073e+01,1.144414097035136892e-02,5.614396951771339055e-04,2.534796839582656187e-03,2.214929758511031688e-01,3.418956799331062847e-08
3.068115593372199967e+01,1.133811307792021404e-02,5.543197151247991703e-04,2.506978183272741151e-03,2.211107056389143011e-01,3.462769406995752894e-08
3.078733469549186452e+01,1.123305911160357023e-02,5.472896187363894462e-04,2.479462973797520470e-03,2.207290951790928379e-01,3.833769655096485553e-09
3.089388091178258477e+01,1.112897020707573348e-02,5.403482766791821261e-04,2.452247922337244621e-03,2.203481433329851080e-01,1.060229753114745796e-08
3.100079585424970929e+01,1.102583757990261218e-02,5.334945737396842597e-04,2.425329775476550535e-03,2.199678489639036449e-01,3.838532579364083785e-08
3.110808079894981404e+01,1.092365252482915133e-02,5.267274086480092576e-04,2.398705314826009120e-03,2.195882109371219970e-01,2.352514977393097153e-08
3.121573702635554071e+01,1.082240641507296007e-02,5.200456939044352262e-04,2.372371356647696040e-03,2.192092281198721182e-01,2.753781224172500941e-11
3.132376582137069931e+01,1.072209070162472196e-02,5.134483556081348519e-04,2.346324751484859476e-03,2.188308993813417314e-01,2.103348396867262135e-08
3.143216847334597830e+01,1.062269691255408877e-02,5.069343332879807729e-04,2.320562383795337497e-03,2.184532235926694155e-01,3.694951652361588379e-08
3.154094627609412527e+01,1.052421665232187997e-02,5.005025797354650374e-04,2.295081171588935365e-03,2.180761996269421910e-01,1.070405410829920414e-08
3.165010052790524497e+01,1.042664160109888112e-02,4.941520608397084692e-04,2.269878066068758884e-03,2.176998263591924665e-01,3.339420353820657646e-09
3.175963253156266930e+01,1.032996351408970587e-02,4.878817554244592740e-04,2.244950051276130808e-03,2.173241026663935427e-01,3.102343067312835876e-08
3.186954359435808826e+01,1.023417422086362639e-02,4.816906550871690308e-04,2.220294143739522282e-03,2.169490274274575858e-01,2.779162412677665295e-08
3.197983502810751233e+01,1.013926562469040157e-02,4.755777640400049599e-04,2.195907392126987111e-03,2.165745995232310761e-01,1.354940853449064952e-09
3.209050814916677297e+01,1.004522970188263288e-02,4.695420989528701337e-04,2.171786876902447126e-03,2.162008178364921152e-01,1.405559616214874019e-08
3.220156427844707281e+01,9.952058501143789399e-03,4.635826887983589880e-04,2.147929709985595299e-03,2.158276812519474286e-01,3.440176412119934723e-08
3.231300474143112922e+01,9.859744142921501170e-03,4.576985746986037364e-04,2.124333034415290880e-03,2.154551886562279805e-01,1.321360117874394675e-08
3.242483086818856464e+01,9.768278818767375110e-03,4.518888097740640544e-04,2.100994024016724932e-03,2.150833389378868921e-01,1.612946142448199085e-09
3.253704399339216025e+01,9.677654790701758353e-03,4.461524589941465711e-04,2.077909883071946909e-03,2.147121309873950279e-01,2.679340029087523566e-08
3.264964545633360871e+01,9.587864390584390981e-03,4.404885990296933634e-04,2.055077845993966926e-03,2.143415636971381655e-01,2.653511235077406333e-08
3.276263660093935925e+01,9.498900019490833652e-03,4.348963181073078475e-04,2.032495177004363471e-03,2.139716359614142471e-01,1.510718226858068496e-09
3.287601877578696730e+01,9.410754147093856534e-03,4.293747158654516059e-04,2.010159169814183192e-03,2.136023466764289114e-01,1.287841128878928567e-08
3.298979333412103188e+01,9.323419311050877220e-03,4.239229032123590962e-04,1.988067147308375179e-03,2.132336947402929395e-01,3.143442416728535915e-08
3.310396163386918289e+01,9.236888116396529957e-03,4.185400021856956494e-04,1.966216461233510817e-03,2.128656790530192022e-01,1.075443870030119376e-08
3.321852503765867226e+01,9.151153234940340164e-03,4.132251458139396191e-04,1.944604491888756023e-03,2.124982985165184690e-01,2.463715279105399941e-09
3.333348491283219062e+01,9.066207404670451400e-03,4.079774779795205066e-04,1.923228647820301443e-03,2.121315520345973260e-01,2.644405368123862454e-08
3.344884263146458636e+01,8.982043429161742920e-03,4.027961532836057219e-04,1.902086365518831229e-03,2.117654385129537353e-01,2.148174596329817008e-08
3.356459957037908026e+01,8.898654176989859166e-03,3.976803369125977831e-04,1.881175109120366510e-03,2.113999568591742040e-01,2.159762884393510786e-10
3.368075711116349424e+01,8.816032581150148525e-03,3.926292045062760878e-04,1.860492370110233742e-03,2.110351059827312858e-01,1.626059177041638971e-08
3.379731664018712678e+01,8.734171638481672689e-03,3.876419420275601627e-04,1.840035667030145376e-03,2.106708847949790020e-01,2.757211923181986993e-08
3.391427954861708116e+01,8.653064409096380277e-03,3.827177456338988373e-04,1.819802545188430997e-03,2.103072922091503150e-01,4.932311252175674317e-09
3.403164723243473588e+01,8.572704015813453413e-03,3.778558215502575857e-04,1.799790576373369502e-03,2.099443271403543809e-01,6.660830070077626087e-09
3.414942109245281188e+01,8.493083643598429988e-03,3.730553859436628369e-04,1.779997358569507162e-03,2.095819885055719423e-01,2.729108056583544079e-08
3.426760253433157288e+01,8.414196539007542247e-03,3.683156647993234196e-04,1.760420515677072395e-03,2.092202752236536900e-01,1.256048521287169675e-08
3.438619296859609165e+01,8.336036009636615951e-03,3.636358937982611629e-04,1.741057697234270601e-03,2.088591862153156287e-01,1.105637160981176707e-09
3.450519381065283397e+01,8.258595423506830818e-03,3.590153181935096444e-04,1.721906578128374211e-03,2.084987204031366059e-01,2.231209450090250721e-08
3.462460648080642045e+01,8.181868207357714459e-03,3.544531926403206496e-04,1.702964858081422277e-03,2.081388767115554261e-01,1.934394573614478044e-08
3.474443240427699209e+01,8.105847846322141934e-03,3.499487810883473125e-04,1.684230261427468534e-03,2.077796540668663816e-01,1.339971676768273293e-10
3.486467301121672335e+01,8.030527884469016234e-03,3.455013567122263915e-04,1.665700537071237953e-03,2.074210513972177261e-01,1.548292016317812264e-08
3.498532973672729440e+01,7.955901924311038764e-03,3.411102017980554711e-04,1.647373458232005228e-03,2.070630676326070674e-01,2.332030348384764964e-08
3.510640402087691569e+01,7.881963626280628563e-03,3.367746076297113288e-04,1.629246822182665909e-03,2.067057017048784806e-01,2.439557958991628588e-09
3.522789730871723179e+01,7.808706708210392568e-03,3.324938743765772759e-04,1.611318449991572038e-03,2.063489525477203712e-01,9.136695867067359043e-09
3.534981105030102100e+01,7.736124944817760092e-03,3.282673109826374615e-04,1.593586186267009113e-03,2.059928190966607009e-01,2.427716988169599107e-08
3.547214670069926257e+01,7.664212167194811923e-03,3.240942350569831864e-04,1.576047898904543373e-03,2.056373002890647672e-01,6.218906274839816097e-09
3.559490572001833897e+01,7.592962262302454038e-03,3.199739727656683444e-04,1.558701478837019958e-03,2.052823950641322892e-01,4.466935631530043482e-09
3.571808957341790602e+01,7.522369172468707822e-03,3.159058587248882405e-04,1.541544839787138427e-03,2.049281023628930498e-01,2.300815102792547697e-08
3.584169973112784646e+01,7.452426894892167156e-03,3.118892358955233654e-04,1.524575918022833768e-03,2.045744211282053138e-01,1.003225625728749583e-08
3.596573766846631059e+01,7.383129481149020359e-03,3.079234554789486516e-04,1.507792672115070183e-03,2.042213503047512202e-01,1.668897910296457697e-09
3.609020486585708198e+01,7.314471036705312741e-03,3.040078768141790612e-04,1.491193082698410869e-03,2.038688888390342291e-01,2.057223105788586570e-08
3.621510280884709232e+01,7.246445720432967419e-03,3.001418672762698144e-04,1.474775152234022915e-03,2.035170356793767066e-01,1.307914609822968239e-08
3.634043298812451184e+01,7.179047744130247904e-03,2.963248021759777606e-04,1.458536904775225521e-03,2.031657897759153730e-01,3.671972389988516649e-10
3.646619689953637078e+01,7.112271372046565301e-03,2.925560646606799363e-04,1.442476385735571784e-03,2.028151500805989715e-01,1.785335967736314537e-08
3.659239604410618796e+01,7.046110920411630986e-03,2.888350456165273555e-04,1.426591661659426958e-03,2.024651155471855757e-01,1.510563629311436456e-08
3.671903192805238092e+01,6.980560756968288635e-03,2.851611435717885481e-04,1.410880819994880797e-03,2.021156851312382596e-01,5.934252156258459533e-12
3.684610606280568135e+01,6.915615300510290220e-03,2.815337646014348357e-04,1.395341968869260674e-03,2.017668577901233218e-01,1.541668313454598555e-08
3.697361996502766601e+01,6.851269020423348885e-03,2.779523222328693323e-04,1.379973236866855390e-03,2.014186324830060382e-01,1.618398691802165032e-08
3.710157515662862693e+01,6.787516436230859110e-03,2.744162373528576202e-04,1.364772772809140456e-03,2.010710081708480534e-01,8.469723552489919558e-11
3.722997316478556940e+01,6.724352117143611932e-03,2.709249381156118006e-04,1.349738745537341564e-03,2.007239838164047718e-01,1.354208364309534885e-08
3.735881552196089217e+01,6.661770681613075895e-03,2.674778598519956087e-04,1.334869343697215899e-03,2.003775583842209995e-01,1.651128572201974461e-08
3.748810376592014393e+01,6.599766796889264611e-03,2.640744449798902217e-04,1.320162775526275952e-03,2.000317308406293626e-01,2.532904324378788646e-10
3.761783943975082423e+01,6.538335178582029526e-03,2.607141429156466001e-04,1.305617268643163723e-03,1.996865001537460604e-01,1.232019344849783349e-08
3.774802409188065155e+01,6.477470590226461385e-03,2.573964099866510335e-04,1.291231069839323883e-03,1.993418652934679791e-01,1.627834852239815393e-08
3.787865927609578875e+01,6.417167842852408190e-03,2.541207093449890375e-04,1.277002444872956137e-03,1.989978252314704987e-01,3.223541616575329467e-10
3.800974655155981452e+01,6.357421794557257047e-03,2.508865108821555596e-04,1.262929678265041879e-03,1.986543789412032746e-01,1.174150071602962688e-08
3.814128748283214065e+01,6.298227350083080572e-03,2.476932911448515018e-04,1.249011073097670886e-03,1.983115253978875447e-01,1.560598210920782071e-08
3.827328363988646487e+01,6.239579460397253613e-03,2.445405332518170655e-04,1.235244950814464631e-03,1.979692635785137711e-01,2.420518416996399895e-10
3.840573659812998386e+01,6.181473122276806564e-03,2.414277268116941672e-04,1.221629651023122031e-03,1.976275924618373647e-01,1.175011088809382525e-08
3.853864793842166847e+01,6.123903377896640181e-03,2.383543678419238604e-04,1.208163531300119947e-03,1.972865110283768819e-01,1.452896718601581367e-08
3.867201924709159044e+01,6.066865314421218507e-03,2.353199586886385944e-04,1.194844966997449156e-03,1.969460182604099718e-01,7.942286314640569557e-11
3.880585211595967365e+01,6.010354063599963707e-03,2.323240079475572244e-04,1.181672351051436982e-03,1.966061131419705732e-01,1.225732365475206157e-08
3.894014814235444533e+01,5.954364801366508926e-03,2.293660303858754826e-04,1.168644093793665692e-03,1.962667946588468049e-01,1.301234771476044178e-08
3.907490892913256175e+01,5.898892747441037213e-03,2.264455468651039053e-04,1.155758622763802335e-03,1.959280617985764972e-01,3.294144970119836315e-12
3.921013608469770162e+01,5.843933164936472406e-03,2.235620842648827354e-04,1.143014382524502881e-03,1.955899135504449715e-01,1.312074907284240475e-08
3.934583122301956593e+01,5.789481359968309468e-03,2.207151754077493777e-04,1.130409834478319098e-03,1.952523489054824035e-01,1.099542265269273437e-08
3.948199596365363817e+01,5.735532681267492723e-03,2.179043589848211101e-04,1.117943456686466353e-03,1.949153668564595487e-01,2.679063058502006758e-10
3.961863193175991427e+01,5.682082519797178148e-03,2.151291794824263643e-04,1.105613743689632528e-03,1.945789663978863548e-01,1.410162019730168970e-08
3.975574075812284036e+01,5.629126308372668468e-03,2.123891871096327216e-04,1.093419206330636375e-03,1.942431465260075762e-01,8.466329603976687690e-09
3.989332407917052592e+01,5.576659521284672849e-03,2.096839377266788366e-04,1.081358371578981271e-03,1.939079062388002761e-01,1.172523673224496657e-09
4.003138353699411311e+01,5.524677673926382121e-03,2.070129927743144603e-04,1.069429782357373109e-03,1.935732445359713838e-01,1.482447929561341640e-08
4.016992077936779282e+01,5.473176322423110515e-03,2.043759192039878764e-04,1.057631997369938440e-03,1.932391604189536705e-01,5.566109436066948415e-09
4.030893745976799636e+01,5.422151063266020081e-03,2.017722894089364778e-04,1.045963590932439714e-03,1.929056528909037782e-01,2.967296254926161149e-09
4.044843523739355362e+01,5.371597532948513103e-03,1.992016811561083843e-04,1.034423152804184046e-03,1.925727209566984732e-01,1.478223817861928644e-08
4.058841577718530402e+01,5.321511407606213662e-03,1.966636775189472468e-04,1.023009288021798757e-03,1.922403636229318979e-01,2.697857946658282345e-09
4.072888074984578566e+01,5.271888402660173181e-03,1.941578668110147349e-04,1.011720616734791516e-03,1.919085798979131563e-01,5.686659407650680857e-09
4.086983183185955681e+01,5.222724272462897499e-03,1.916838425204232203e-04,1.000555774042791645e-03,1.915773687916624834e-01,1.344678989173458676e-08
4.101127070551301301e+01,5.174014809947906704e-03,1.892412032451013990e-04,9.895134098346098500e-04,1.912467293159086368e-01,5.720342128934277140e-10
4.115319905891426799e+01,5.125755846282393190e-03,1.868295526288652050e-04,9.785921886290172705e-04,1.909166604840865089e-01,8.938578501988657480e-09
4.129561858601376656e+01,5.077943250522624040e-03,1.844484992982688067e-04,9.677907894171504117e-04,1.905871613113330754e-01,1.053323703751595301e-08
4.143853098662395951e+01,5.030572929272954241e-03,1.820976568002658012e-04,9.571079055067167104e-04,1.902582308144856182e-01,7.235746040038921793e-11
4.158193796644005857e+01,4.983640826347409888e-03,1.797766435406259616e-04,9.465422443677666683e-04,1.899298680120779514e-01,1.176998312971961515e-08
4.172584123706023718e+01,4.937142922434491904e-03,1.774850827231278666e-04,9.360925274801584241e-04,1.896020719243375063e-01,6.381426592108924129e-09
4.187024251600578850e+01,4.891075234765122209e-03,1.752226022895164075e-04,9.257574901826893946e-04,1.892748415731834166e-01,1.836842696178422333e-09
4.201514352674206521e+01,4.845433816783192849e-03,1.729888348601906140e-04,9.155358815237614120e-04,1.889481759822222162e-01,1.282871809107935148e-08
4.216054599869885777e+01,4.800214757819320881e-03,1.707834176756438350e-04,9.054264641137052321e-04,1.886220741767456743e-01,2.239856423816306462e-09
4.230645166729080842e+01,4.755414182767602610e-03,1.686059925386361349e-04,8.954280139786999042e-04,1.882965351837281864e-01,5.606194732353520988e-09
4.245286227393860656e+01,4.711028251764854541e-03,1.664562057570700396e-04,8.855393204161747869e-04,1.879715580318229440e-01,1.102650932342312533e-08
4.259977956608923222e+01,4.667053159873167656e-03,1.643337080875984706e-04,8.757591858518534809e-04,1.876471417513601303e-01,4.626536795570035567e-11
4.274720529723730067e+01,4.623485136764974440e-03,1.622381546799195762e-04,8.660864256982585057e-04,1.873232853743429793e-01,9.733237050674801201e-09
4.289514122694575349e+01,4.580320446411071007e-03,1.601692050217735832e-04,8.565198682147637851e-04,1.869999879344453886e-01,6.594992985912727788e-09
4.304358912086668454e+01,4.537555386607391474e-03,1.581265228789090855e-04,8.470583543385253522e-04,1.866772484670095045e-01,1.358810983622531414e-09
4.319255075076289785e+01,4.495186287570802214e-03,1.561097762034141577e-04,8.377007373431958649e-04,1.863550660090416700e-01,1.157320130978962641e-08
4.334202789452844939e+01,4.453209512361107174e-03,1.541186371066160707e-04,8.284458828404617876e-04,1.860334395992109813e-01,1.791246840312405622e-09
4.349202233621041813e+01,4.411621457186824975e-03,1.521527818280071363e-04,8.192926687595232385e-04,1.857123682778450968e-01,5.732224595312707543e-09
4.364253586602997359e+01,4.370418551108689979e-03,1.502118906835965139e-04,8.102399852146898113e-04,1.853918510869279890e-01,9.240701449401398958e-09
4.379357028040348609e+01,4.329597255742423031e-03,1.482956480147888851e-04,8.012867343737660204e-04,1.850718870700975571e-01,4.478475706214189726e-11
4.394512738196445412e+01,4.289154064963892656e-03,1.464037421378897171e-04,7.924318303277924332e-04,1.847524752726417419e-01,9.949236876044448803e-09
4.409720897958477082e+01,4.249085504617196654e-03,1.445358652942531580e-04,7.836741989622439701e-04,1.844336147414961935e-01,3.914658731110304407e-09
4.424981688839609717e+01,4.209388132225321509e-03,1.426917136010513710e-04,7.750127778296047069e-04,1.841153045252419962e-01,3.104666997436413909e-09
4.440295292981205222e+01,4.170058536703194832e-03,1.408709870026490969e-04,7.664465160232654048e-04,1.837975436741015323e-01,9.927031235466215967e-09
4.455661893154933750e+01,4.131093338073675569e-03,1.390733892226019041e-04,7.579743740528554390e-04,1.834803312399370945e-01,1.359125011441387438e-10
4.471081672765009785e+01,4.092489187185722153e-03,1.372986277162381455e-04,7.495953237208343540e-04,1.831636662762468615e-01,8.243430790034782884e-09
4.486554815850358580e+01,4.054242765435357027e-03,1.355464136238443559e-04,7.413083480004656681e-04,1.828475478381625108e-01,5.027359315036125714e-09
4.502081507086787582e+01,4.016350784489074524e-03,1.338164617244339764e-04,7.331124409150908527e-04,1.825319749824469429e-01,1.933082570914165044e-09
4.517661931789238139e+01,3.978809986009692982e-03,1.321084903900899752e-04,7.250066074186879836e-04,1.822169467674905341e-01,9.632542692706272852e-09
4.533296275913974682e+01,3.941617141384628521e-03,1.304222215408790315e-04,7.169898632777121352e-04,1.819024622533087499e-01,3.362693075100920010e-10
4.548984726060778172e+01,3.904769051456865887e-03,1.287573806003375560e-04,7.090612349542532982e-04,1.815885205015398129e-01,7.332942249720058098e-09
4.564727469475231914e+01,3.868262546257941574e-03,1.271136964514984558e-04,7.012197594903701132e-04,1.812751205754408179e-01,4.991965871852133994e-09
4.580524694050889423e+01,3.832094484743743274e-03,1.254909013934846131e-04,6.934644843937527291e-04,1.809622615398862044e-01,1.755800877563969296e-09
4.596376588331576585e+01,3.796261754532367135e-03,1.238887310986313455e-04,6.857944675245483592e-04,1.806499424613638716e-01,8.997903333425021424e-09
4.612283341513614232e+01,3.760761271644535043e-03,1.223069245701533252e-04,6.782087769834463549e-04,1.803381624079727630e-01,2.074387848686483971e-10
4.628245143448052801e+01,3.725589980246244489e-03,1.207452241003380961e-04,6.707064910009497222e-04,1.800269204494207576e-01,7.295889241775711150e-09
4.644262184642997937e+01,3.690744852393766824e-03,1.192033752292606305e-04,6.632866978278369836e-04,1.797162156570206448e-01,3.978546488674272623e-09
4.660334656265817443e+01,3.656222887781013838e-03,1.176811267040197537e-04,6.559484956268246854e-04,1.794060471036885429e-01,2.391563509331221665e-09
4.676462750145475411e+01,3.622021113488946981e-03,1.161782304384742357e-04,6.486909923653464164e-04,1.790964138639403180e-01,8.007497894155767202e-09
4.692646658774806667e+01,3.588136583737528383e-03,1.146944414734929452e-04,6.415133057095409293e-04,1.787873150138889755e-01,2.988658626638672889e-13
4.708886575312781275e+01,3.554566379639752249e-03,1.132295179376977858e-04,6.344145629193553631e-04,1.784787496312424948e-01,7.772008610326542097e-09
4.725182693586862825e+01,3.521307608957888885e-03,1.117832210086954587e-04,6.273939007447719169e-04,1.781707167953002491e-01,2.226924126305671169e-09
4.741535208095296383e+01,3.488357405861909708e-03,1.103553148747956806e-04,6.204504653231525521e-04,1.778632155869505904e-01,3.915788563492466949e-09
4.757944314009407805e+01,3.455712930690245464e-03,1.089455666972128999e-04,6.135834120777184210e-04,1.775562450886685739e-01,6.189304150859579001e-09
4.774410207175985477e+01,3.423371369712397555e-03,1.075537465727296544e-04,6.067919056170621066e-04,1.772498043845122107e-01,4.959445530625817775e-10
4.790933084119554763e+01,3.391329934894082073e-03,1.061796274968423298e-04,6.000751196358203917e-04,1.769438925601209411e-01,7.879559337889837017e-09
4.807513142044784615e+01,3.359585863664055639e-03,1.048229853273511576e-04,5.934322368163307253e-04,1.766385087027117773e-01,4.447485723374509338e-10
4.824150578838810333e+01,3.328136418683410626e-03,1.034835987484195903e-04,5.868624487314180781e-04,1.763336519010771375e-01,6.034038753434958891e-09
4.840845593073574094e+01,3.296978887616702682e-03,1.021612492350752998e-04,5.803649557481837086e-04,1.760293212455824874e-01,3.269739055001789968e-09
4.857598384008245773e+01,3.266110582905298702e-03,1.008557210181588158e-04,5.739389669328550389e-04,1.757255158281627871e-01,2.553382193582606254e-09
4.874409151591570577e+01,3.235528841542640362e-03,9.956680104970846014e-05,5.675836999566405850e-04,1.754222347423202433e-01,6.279982836183356700e-09
4.891278096464240122e+01,3.205231024851643972e-03,9.829427896878152431e-05,5.612983810026187827e-04,1.751194770831218939e-01,2.249338555989223727e-10
