r_M5,V_r,dV_dr,d2V_dr2
0.8509018036072145,-6.353820028151683,0.2609218436873747,-1.75
0.8543086172344689,-6.352941271640664,0.25495991983967936,-1.75
0.8577154308617234,-6.3520828262930555,0.24899799599198402,-1.75
0.861122244488978,-6.351244692108855,0.2430360721442885,-1.75
0.8645290581162326,-6.350426869088064,0.23707414829659296,-1.75
0.8679358717434871,-6.349629357230682,0.23111222444889762,-1.75
0.8713426853707416,-6.348852156536709,0.22515030060120228,-1.75
0.874749498997996,-6.348095267006145,0.21918837675350694,-1.75
0.8781563126252505,-6.347358688638989,0.2132264529058116,-1.75
0.881563126252505,-6.346642421435243,0.20726452905811626,-1.75
0.8849699398797596,-6.345946465394906,0.20130260521042073,-1.75
0.8883767535070141,-6.345270820517978,0.1953406813627254,-1.75
0.8917835671342687,-6.344615486804459,0.18937875751502986,-1.75
0.8951903807615231,-6.343980464254348,0.18341683366733452,-1.75
0.8985971943887776,-6.343365752867647,0.17745490981963918,-1.75
0.9020040080160321,-6.3427713526443545,0.17149298597194385,-1.75
0.9054108216432866,-6.342197263584471,0.1655310621242485,-1.75
0.9088176352705412,-6.341643485687997,0.15956913827655297,-1.75
0.9122244488977956,-6.341110018954932,0.15360721442885764,-1.75
0.9156312625250502,-6.340596863385276,0.1476452905811621,-1.75
0.9190380761523047,-6.340104018979028,0.14168336673346676,-1.75
0.9224448897795592,-6.33963148573619,0.13572144288577143,-1.75
0.9258517034068137,-6.33917926365676,0.1297595190380761,-1.75
0.9292585170340681,-6.33874735274074,0.12379759519038075,-1.75
0.9326653306613226,-6.338335752988129,0.11783567134268541,-1.75
0.9360721442885772,-6.337944464398926,0.11187374749498988,-1.75
0.9394789579158318,-6.337573486973133,0.10591182364729435,-1.75
0.9428857715430863,-6.337222820710748,0.099949899799599,-1.75
0.9462925851703408,-6.336892465611773,0.09398797595190367,-1.75
0.9496993987975952,-6.336582421676206,0.08802605210420833,-1.75
0.9531062124248497,-6.336292688904049,0.08206412825651299,-1.75
0.9565130260521042,-6.3360232672953005,0.07610220440881765,-1.75
0.9599198396793588,-6.33577415684996,0.07014028056112212,-1.75
0.9633266533066133,-6.33554535756803,0.06417835671342678,-1.75
0.9667334669338679,-6.335336869449509,0.05821643286573125,-1.75
0.9701402805611223,-6.335148692494395,0.05225450901803591,-1.75
0.9735470941883768,-6.334980826702692,0.04629258517034057,-1.75
0.9769539078156313,-6.334833272074397,0.040330661322645234,-1.75
0.9803607214428858,-6.334706028609512,0.034368737474949895,-1.75
0.9837675350701404,-6.334599096308035,0.028406813627254363,-1.75
0.9871743486973948,-6.3345124751699675,0.022444889779559024,-1.75
0.9905811623246494,-6.334446165195309,0.01648296593186349,-1.75
0.9939879759519039,-6.334400166384059,0.010521042084168153,-1.75
0.9973947895791584,-6.334374478736218,0.0045591182364728144,-1.75
1.0008016032064129,-6.334369102251786,-0.001402805611222524,-1.75
1.0042084168336673,-6.334384036930763,-0.0073647294589178625,-1.75
1.0076152304609218,-6.334419282773149,-0.013326653306613201,-1.75
1.0110220440881763,-6.334474839778944,-0.01928857715430854,-1.75
1.0144288577154308,-6.334550707948149,-0.025250501002003878,-1.75
1.0178356713426855,-6.334646887280762,-0.031212424849699605,-1.75
1.02124248496994,-6.334763377776784,-0.03717434869739494,-1.75
